Lng|Lat|Name|Genders|Ages|Status|FB|Email|Website|Location|Founded|Defunct|Rulesets|Info
152.77|-25.29|Fraser Coast United Rollers|C|A,J|S|https://www.facebook.com/pg/FCURollers/|||Hervey Bay,Queensland,Australia|2017-01-29||WFTDA,JRDA|Member of:
152.76|-27.62|Brisbane City Rollers|W,M|A|B|https://www.facebook.com/brisbanecityrollers|brisbanecityrollers@gmail.com|http://www.brisbanecityrollers.com/|Ipswich,Queensland,Australia|2009-01-01||WFTDA|Member of:MRDA-M
149.18|-21.14|Mackay City Roller Maidens|W|A|B|https://www.facebook.com/MackayCityRollerMaidens|info.mcrm@gmail.com|https://www.facebook.com/MackayCityRollerMaidens|Mackay,Queensland,Australia|2010-06-15||WFTDA|Member of:
145.44|-17.00|Tableland Roller Derby League|W|A|B|https://www.facebook.com/TablelandRollerDerbyLeague|secretary@tablelandrollerderby.com|https://www.facebook.com/TablelandRollerDerby|Mareeba,Queensland,Australia|2012-01-13||WFTDA|Member of:
152.70|-25.52|Maryborough Roller Derby|W|A|B|https://www.facebook.com/MaryboroughRollerDerby|maryboroughrollerderby@hotmail.com|https://www.facebook.com/MaryboroughRollerDerby|Maryborough,Queensland,Australia|2013-01-15||WFTDA|Member of:
144.79|-20.77|Top Gun Rollers|W|A|B|https://www.facebook.com/topgunrollers/|||North Queensland,Queensland,Australia|2016-08-05||WFTDA|Member of:
152.94|-27.29|Northern Brisbane Rollers|W|A|B|https://www.facebook.com/NorthernBrisbaneRollers|info@northernbrisbanerollers.com.au|http://northernbrisbanerollers.com.au/|Northern Brisbane,Queensland,Australia|2008-08-19||WFTDA|Member of:WFTDA-M
150.51|-23.38|Rocky Roller Derby|W|A|B|https://www.facebook.com/rockyrollerderby|rockyrollerderby@outlook.com|https://www.facebook.com/rockyrollerderby|Rockhampton,Queensland,Australia|2011-04-15||WFTDA|Member of:
153.07|-26.65|Coastal Assassins Roller Derby|W|A|B|https://www.facebook.com/coastalassassins|letsroll@coastalassassins.com.au|http://www.coastalassassins.com.au/|Sunshine Coast,Queensland,Australia|2010-04-15||WFTDA|Member of:WFTDA-A
153.07|-26.65|Coastal Junior Roller Derby|C|J|P|https://www.facebook.com/Coastal-Junior-Roller-Derby-Inc-880336758714889|coastaljuniorrollerderby@gmail.com||Sunshine Coast,Queensland,Australia|2015-08-21||JRDA|Member of:
151.95|-27.56|Toowoomba City Rollers|W,C|A,J|B|https://www.facebook.com/toowoombacityrollers|toowoombacityrollers@gmail.com|http://www.toowoombacityrollers.com/|Toowoomba,Queensland,Australia|2009-01-01||WFTDA,JRDA|Member of:
146.82|-19.26|Towns Villains Roller Derby|W|A|B|https://www.facebook.com/TVRDL||http://townsvillainsrollerderby.blogspot.com/|Townsville,Queensland,Australia|2009-04-15||WFTDA|Member of:
138.60|-34.93|Adelaide Roller Derby|W|A|B|https://www.facebook.com/adelaiderollerderby||http://adelaiderollerderby.com.au/|Adelaide,South Australia,Australia|2007-12-31||WFTDA|Member of:WFTDA-M
138.60|-34.93|Brawl'n Matildas Roller Derby|W|A|B|https://www.facebook.com/BrawlnMatildasRollerDerby||https://www.facebook.com/BrawlnMatildasRollerDerby|Adelaide,South Australia,Australia|||WFTDA|Member of:
138.60|-34.93|Light City Derby|W,M|A|B|https://www.facebook.com/LightCityDerby||http://www.lightcityderby.com.au/|Adelaide,South Australia,Australia|2011-07-01||WFTDA|Member of:
138.60|-34.93|Lil Adelaide Rollers|W|J|B|https://www.facebook.com/Lil-Adelaide-Rollers-141438535896557/|liladelaiderollers@gmail.com|https://liladelaiderollers.wixsite.com/site|Adelaide,South Australia,Australia|2010-08-15||JRDA|Member of:
138.60|-34.93|Murder City Roller Girls|W|A|B|https://www.facebook.com/MCRollerGirls||http://www.mcrollergirls.com.au/|Adelaide,South Australia,Australia|2010-01-01||WFTDA|Member of:
139.27|-35.13|Rockabellas Roller Derby League|W|A,J|B|https://www.facebook.com/rockabellas/|rockabellas2014@gmail.com|https://www.facebook.com/pages/Rockabellas-Roller-Derby-League-incorporated/212643355610292|Murray Bridge,South Australia,Australia|2014-02-23||WFTDA,JRDA|Member of:
147.33|-42.88|Convict City Rollers|W|A|B|https://www.facebook.com/CCRDL|convictcity2009@gmail.com|http://www.convictcityrollers.org.au|Hobart,Tasmania,Australia|2009-12-15||WFTDA|Member of:WFTDA-M
147.33|-42.88|Hobart Junior Roller Derby|W,C|J|B|https://www.facebook.com/HobartJuniorRollerDerby|info@hobartjuniorderby.com.au|https://www.facebook.com/HobartJuniorRollerDerby|Hobart,Tasmania,Australia|2011-01-27||JRDA|Member of:
147.33|-42.88|South Island Sirens|W|A|B|https://www.facebook.com/SISRDL|info@southislandsirens.com|http://www.southislandsirens.com/|Hobart,Tasmania,Australia|2011-06-28||WFTDA|Member of:
147.33|-42.88|Tasmanian Mens Roller Derby|M|A|B|https://www.facebook.com/TASMRD||https://www.facebook.com/TASMRD|Hobart,Tasmania,Australia|2013-07-10||WFTDA|Member of:
147.14|-41.43|Devil State Derby League|W|A,J|B|https://www.facebook.com/DevilStateDerbyLeague|devilstatederbyleague@gmail.com|https://www.facebook.com/DevilStateDerbyLeague|Launceston,Tasmania,Australia|2012-01-12||WFTDA,JRDA|Member of:
147.14|-41.43|Van Diemen Rollers|W|A,J|B|https://www.facebook.com/vandiemenrollers|vandiemenrollers@gmail.com|http://vandiemenrollers.com/|Launceston,Tasmania,Australia|2008-12-31||WFTDA,JRDA|Member of:
143.85|-37.56|Ballarat Roller Derby League|W,C|A,J|B|https://www.facebook.com/BallaratRollerDerbyLeague|ballaratrollerderby@gmail.com|http://www.ballaratrollerderby.com.au/|Ballarat,Victoria,Australia|2008-08-15||WFTDA,JRDA|Member of:
145.27|-37.84|East Vic Roller Derby|W|A,J|B|https://www.facebook.com/eastvicrollerderby|eastvicrollerderby@gmail.com|http://www.eastvicrollerderby.com/|Bayswater,Victoria,Australia|2010-11-15||WFTDA,JRDA|Member of:
144.28|-36.76|Dragon City Roller Derby|W|A|B|https://www.facebook.com/dragoncityrollerderby/|dragoncityrollerderby@gmail.com|http://www.dragoncityderbydolls.com/|Bendigo,Victoria,Australia|2010-03-21||WFTDA|Member of:
143.59|-38.34|Otway Derby Dolls|W|A|B|https://www.facebook.com/otwayderby|otwayderbydolls@gmail.com.au|https://www.facebook.com/otwayderby|Colac,Victoria,Australia|2012-07-15||WFTDA|Member of:
145.16|-37.72|Diamond Valley Roller Derby|W|A|B|https://www.facebook.com/DiamondValleyRollerDerby|info@dvrdc.org.au|http://dvrdc-webmaster.wixsite.com/dvrdc|Eltham,Victoria,Australia|2011-01-27||WFTDA|Member of:
144.36|-38.15|Geelong Roller Derby|W|A|B|https://www.facebook.com/GeelongRollerDerbyLeague|info@geelongrollerderby.com|http://www.geelongrollerderby.com/|Geelong,Victoria,Australia|2008-03-15||WFTDA|Member of:
142.20|-36.72|Horsham Roller Derby|W|A|P|https://www.facebook.com/horshamrollerderby||https://www.facebook.com/horshamrollerderby|Horsham,Victoria,Australia|2015-07-02||WFTDA|Member of:
142.20|-36.72|Wimmera Roller Derby League|W|A|B|https://www.facebook.com/WimmeraRollerDerby|wimmerarollerderby@gmail.com|https://www.facebook.com/wheatcityderbyangels/|Horsham,Victoria,Australia|2012-05-22||WFTDA|Member of:
145.17|-37.99|South Sea Roller Derby|W|A|B|https://www.facebook.com/SSRD.AU|committee@southsearollerderby.com|http://www.southsearollerderby.com/|Keysborough,Victoria,Australia|2009-01-13||WFTDA|Member of:WFTDA-M
144.96|-37.81|Melbourne Northside Rollers|W|A|B|https://www.facebook.com/northsiderollers|info@northsiderollers.com|http://www.northsiderollers.com/|Melbourne,Victoria,Australia|2010-05-15||WFTDA|Member of:WFTDA-M
144.96|-37.81|Victoria Mens Roller Derby|M|A|B|https://www.facebook.com/VictoriaMensRollerDerby/|info@vmrd.org||Melbourne,Victoria,Australia|2013-03-01||WFTDA|Member of:
144.96|-37.81|WestSide Derby Dollz|W,C|A,J|B|https://www.facebook.com/WestSideDerbyDollz|admin@westsidederbydollz.org.au|http://westsidederbydollz.org.au/|Melbourne,Victoria,Australia|2010-09-22||WFTDA,JRDA|Member of:
142.12|-34.21|Mildura Roller Derby League|W|A|B|https://www.facebook.com/mildurarollerderby/||http://www.mildurarollerderby.com.au/|Mildura,Victoria,Australia|2013-11-06||WFTDA|Member of:
145.09|-38.01|Kingston City Rollers|W|A|B|https://www.facebook.com/KingstonCityRollers|enquiries@kingstoncityrollers.com.au|http://www.kingstoncityrollers.com.au/|Mordialloc,Victoria,Australia|2013-08-31||WFTDA|Member of:
145.06|-38.23|Mornington Peninsula Roller Derby Club|W|A|B|https://www.facebook.com/pages/Mornington-Peninsula-Roller-Derby-Club/724674327587040|info@mprdc.com.au|http://www.mprdc.com.au|Mornington,Victoria,Australia|2014-10-16||WFTDA|Member of:
145.01|-37.74|Victorian Roller Derby League|W,C|A,J|B|https://www.facebook.com/VictorianRollerDerby|vrdl@vrdl.org|http://www.vrdl.org|Preston,Victoria,Australia|2007-01-01||WFTDA,JRDA|Member of:WFTDA-M
147.07|-38.10|Gippsland Lakes Roller Derby|W|A,J|B|https://www.facebook.com/GippslandLakesRollerDerby|gl.rd@outlook.com|https://www.gippslandlakesrollerderby.com.au/|Sale,Victoria,Australia|2012-05-01||WFTDA,JRDA|Member of:
146.52|-38.20|Gippsland Ranges Roller Derby|W|A|B|https://www.facebook.com/GippslandRangesRD|gippslandrangesrollerderby@gmail.com|https://www.gippslandrangesrollerderby.com/|Traralgon,Victoria,Australia|2010-06-15||WFTDA|Member of:
146.32|-36.37|North East Roller Derby|W|A|B|https://www.facebook.com/Northeastrollerderby|northeastrollerderby@gmail.com|https://www.facebook.com/Northeastrollerderby|Wangaratta,Victoria,Australia|2011-01-15||WFTDA|Member of:
142.50|-38.37|Warrnambool Roller Derby|W|A|B|https://www.facebook.com/WarrnamboolRollers||https://www.facebook.com/WarrnamboolRollerDerbyPage|Warrnambool,Victoria,Australia|2013-06-15||WFTDA|Member of:
117.88|-35.03|Albany Roller Derby League|W|A|P|https://www.facebook.com/albanyrollerderby|albanyrollerderby@gmail.com||Albany,Western Australia,Australia|2014-02-21||WFTDA|Member of:
115.64|-33.33|Bunbury Roller Derby|W|A|B|https://www.facebook.com/BunburyRollerDerby|info@bunburyrollerderby.com|http://bunburyrollerderby.com/|Bunbury,Western Australia,Australia|2010-11-15||WFTDA|Member of:
115.64|-33.33|Southwest Junior Roller Derby|W|J|P|https://www.facebook.com/SouthWestRollerDerby|southwestjuniorderby@gmail.com|https://www.facebook.com/SouthWestRollerDerby|Bunbury,Western Australia,Australia|2015-02-03||JRDA|Member of:
114.61|-28.78|Geraldton Roller Derby|W|A|B|https://www.facebook.com/SinCityRollersGeraldtonRollerDerby|rollerderbygeraldton@gmail.com|https://www.facebook.com/SinCityRollersGerladtonRollerDerby|Geraldton,Western Australia,Australia|2013-02-01||WFTDA|Member of:
121.47|-30.75|Gold City Rollers|W|A|B|https://www.facebook.com/GoldCityRollers||https://www.facebook.com/GoldCityRollers|Kalgoorlie,Western Australia,Australia|2010-08-03||WFTDA|Member of:
115.08|-33.95|Margaret River Roller Derby|W|A|B|https://www.facebook.com/margaretriverrollerderby/|mrrdinterleague@gmail.com|https://www.facebook.com/pages/Margaret-River-Roller-Derby/270658642983659|Margaret River,Western Australia,Australia|2010-03-15||WFTDA|Member of:
115.86|-31.95|Perth Junior Roller Derby|W|J|B|https://www.facebook.com/pages/Perth-Junior-Rollerderby/649792438431875||https://www.facebook.com/pages/Perth-Junior-Rollerderby/649792438431875|Perth,Western Australia,Australia|2013-05-22||JRDA|Member of:JRDA-M
115.86|-31.95|Perth Mens Derby|M|A|B|https://www.facebook.com/PerthMensDerby|perthmensderby@gmail.com|https://www.facebook.com/PerthMensDerby|Perth,Western Australia,Australia|2012-09-12||WFTDA|Member of:
115.86|-31.95|Perth Roller Derby|W|A|B|https://www.facebook.com/PerthRollerDerby|enquiries@perthrollerderby.com.au|http://www.perthrollerderby.com.au/|Perth,Western Australia,Australia|2008-07-15||WFTDA|Member of:WFTDA-M
115.86|-31.95|Swan City Derby|W,C|A|B|https://www.facebook.com/swancityderby|info@swancityderby.com|http://swancityderby.com/|Perth,Western Australia,Australia|2012-12-31||WFTDA|Member of:
115.86|-31.95|Western Australia Roller Derby|W|A|B|https://www.facebook.com/WARollerDerby|info@warollerderby.com.au|http://www.warollerderby.com.au/|Perth,Western Australia,Australia|2009-08-15||WFTDA|Member of:WFTDA-M
118.59|-20.31|North West Roller Derby|W|A|B|https://www.facebook.com/NWRollerDerby|northwestrollerderby@gmail.com|https://www.northwestrollerderby.com/|Port Hedland,Western Australia,Australia|2011-06-18||WFTDA|Member of:
115.73|-32.28|Dread Pirate Rollers|W|A|B|https://www.facebook.com/DreadPirateRollers|info@dreadpiraterollers.com.au|https://www.facebook.com/DreadPirateRollers|Rockingham,Western Australia,Australia|2011-08-04||WFTDA|Member of:
15.44|47.07|Dust City Rollers|W|A|R|https://www.facebook.com/dustcityrollers|dustcityrollers@riseup.net|https://www.facebook.com/grazrollerderby|Graz,Styria,Austria|2015-08-03||WFTDA|Member of:
11.40|47.27|Fearless Bruisers - Roller Derby Innsbruck|W|A|B|https://www.facebook.com/fearlessbruisers/|fearless.bruisers@gmail.com||Innsbruck,Tirol,Austria|2016-01-15||WFTDA|Member of:
14.29|48.31|Linz Roller Derby|W|A|P|https://www.facebook.com/linzrollerderby|info@linzrollerderby.com|https://www.facebook.com/linzrollerderby|Linz,Upper Austria,Austria|2015-01-28||WFTDA|Member of:
16.37|48.21|Vienna Roller Derby|W|A|B|https://www.facebook.com/ViennaRollerDerby|info@viennarollergirls.com|http://www.viennarollerderby.org|Vienna,Vienna,Austria|2010-12-31||WFTDA|Member of:WFTDA-M
4.40|51.22|One Love Roller Dolls|W|A|B|https://www.facebook.com/oneloverollerdolls||http://www.oneloverollerdolls.be/|Antwerp,Antwerp,Belgium|||WFTDA|Member of:WFTDA-M
5.12|51.19|Red Hot Cherry Bombs|W|A|B|https://www.facebook.com/RedHotCherryBombs||https://www.facebook.com/RedHotCherryBombs|Mol,Antwerp,Belgium|||WFTDA|Member of:
4.35|50.85|Brussels Derby Pixies|W|A|B|https://www.facebook.com/BrusselsDerbyPixies|info.derbypixies@gmail.com|https://www.facebook.com/BrusselsDerbyPixies|Brussels,Brussels,Belgium|2011-02-06||WFTDA|Member of:WFTDA-M
4.35|50.85|Manneken Beasts|M,C|A|B|https://www.facebook.com/mannekenbeasts/|info@mannekenbeasts.com|https://www.mannekenbeasts.com/|Brussels,Brussels,Belgium|2012-09-23||WFTDA|Member of:
3.72|51.05|De Kevins|M|A|B|https://www.facebook.com/488008474574474||http://www.dekevins.com/|Ghent,East Flanders,Belgium|||WFTDA|Member of:
3.72|51.05|Gent Go Go Roller Girls|W|A|B|https://www.facebook.com/gogogent||http://www.gogogent.be/|Ghent,East Flanders,Belgium|||WFTDA|Member of:WFTDA-M
4.44|50.41|Blackland Rockin' K-Rollers|W|A,J|B|https://www.facebook.com/BRKRCharleroi||https://www.facebook.com/BRKRCharleroi|Charleroi,Hainaut,Belgium|||WFTDA,JRDA|Member of:WFTDA-A
4.44|50.41|Renegades Roller Derby Charleroi|W|A|P|https://www.facebook.com/Renegades-Roller-Derby-Charleroi-RRDC-1379421099053930|renegades.secretariat@gmail.com||Charleroi,Hainaut,Belgium|2015-04-01||WFTDA|Member of:
3.96|50.45|Freaky Mons'ter Derby Ladies|W,M|A|B|https://www.facebook.com/145262995572803||http://freakymonster.be/|Mons,Hainaut,Belgium|||WFTDA|Member of:
3.39|50.61|Rolling Zombie Dolls|W|A|B|https://www.facebook.com/Rollerderbytournai/|rollingzombiedolls@gmail.com|https://www.facebook.com/RollingZombieDolls|Tournai,Hainaut,Belgium|2013-03-24||WFTDA|Member of:
5.58|50.63|Holy Wheels Menace|W|A|B|https://www.facebook.com/holywheelsmenace||https://www.facebook.com/holywheelsmenace|Liège,Liège,Belgium|||WFTDA|Member of:
5.58|50.63|Les Vî Kings|M|A|B|https://www.facebook.com/vikingsliege/|vikings.merby.liege@gmail.com||Liège,Liège,Belgium|2014-07-24||WFTDA|Member of:
5.58|50.63|RCAE Roller Derby|W|A|R|https://www.facebook.com/rcaerollerderby|derby@rcaeroller.be||Liège,Liège,Belgium|2015-10-11||WFTDA|Member of:
4.87|50.47|Namur Roller Girls|W|A,J|B|https://www.facebook.com/NamurRollerGirls|namurrollergirls@gmail.com|http://namurrollergirls.be/|Namur,Namur,Belgium|2011-03-15||WFTDA,JRDA|Member of:WFTDA-M
-64.79|32.29|Bermuda Roller Derby Association|W|A|B|https://www.facebook.com/bermudarollerderby||https://www.facebook.com/bermudarollerderby|Hamilton,Bermuda,Bermuda|||WFTDA|Member of:
-40.29|-20.35|Black Hearts Derby Girls|W|A|B|https://www.facebook.com/blackheartsderbygirls|blackheartsderbygirls@gmail.com|http://blackheartsderbygirls.com/|Vila Velha,Espírito Santo,Brazil|2012-06-01||WFTDA|Member of:
-49.26|-16.69|Midwest Butchers|W|A|B|https://www.facebook.com/midwestbutchers||https://www.facebook.com/midwestbutchers|Goiânia,Goiás,Brazil|||WFTDA|Member of:
-54.62|-20.47|MEAT Machine|W|A|B|https://www.facebook.com/meatmachinerd/|ligaderbyms@gmail.com|https://www.facebook.com/pages/MEAT-Machine/532113516835129|Campo Grande,Mato Grosso do Sul,Brazil|2013-05-25||WFTDA|Member of:
-48.49|-1.46|Vixens from Jungle Hell|W|A|B|https://www.facebook.com/rollerderbybelem||https://www.facebook.com/rollerderbybelem|Belém,Pará,Brazil|2011-12-19||WFTDA|Member of:
-49.27|-25.43|Blue Jay Rollers|W|A|B|https://www.facebook.com/bluejayrollers|bluejayrollers@gmail.com|http://www.bluejayrollers.com.br|Curitiba,Paraná,Brazil|2011-06-15||WFTDA|Member of:
-49.27|-25.43|Soulless Witches Roller Derby|W|A|B|https://www.facebook.com/swrollerderby||https://www.facebook.com/swrollerderby|Curitiba,Paraná,Brazil|||WFTDA|Member of:
-51.17|-23.30|Little London Derby Girls|W|A|B|https://www.facebook.com/LittleLondonDerbyGirls||https://www.facebook.com/LittleLondonDerbyGirls|Londrina,Paraná,Brazil|||WFTDA|Member of:
-43.17|-22.91|Sugar Loathe Derby Girls|W|A|B|https://www.facebook.com/sugarloathe||https://www.facebook.com/sugarloathe|Rio de Janeiro,Rio de Janeiro,Brazil|||WFTDA|Member of:
-51.22|-30.03|Wheels of Fire Roller Derby Club|W|A|B|https://www.facebook.com/WheelsofFireRC||https://www.facebook.com/WheelsofFireRC|Porto Alegre,Rio Grande do Sul,Brazil|||WFTDA|Member of:
-49.07|-26.92|Iron Ladies Roller Derby|W|A|B|https://www.facebook.com/ironladiesrollerderby||https://www.facebook.com/ironladiesrollerderby|Blumenau,Santa Catarina,Brazil|||WFTDA|Member of:
-48.55|-27.59|Bruxas da Ilha Roller Derby|W|A|P|https://www.facebook.com/pg/bruxasdailhard/|bruxasdailhard@gmail.com|https://magicislandrollerderbycircle.wordpress.com|Florianópolis,Santa Catarina,Brazil|2016-05-22||WFTDA|Member of:
-47.65|-22.73|Red Feet Roller Derby|W|A|B|https://www.facebook.com/RiotRiver||https://www.facebook.com/RedFeetPiracicaba|Piracicaba,São Paulo,Brazil|||WFTDA|Member of:
-46.33|-23.97|Thunder Rats Derby Squad|W,M|A|B|https://www.facebook.com/ThunderRats|info@thunderrats.com.br|http://www.thunderrats.com.br/|Santos,São Paulo,Brazil|2013-07-09||WFTDA|Member of:
-46.63|-23.55|Gray City Rebels|W|A|B|https://www.facebook.com/graycityrebels/|contato@graycityrebels.com.br|http://graycityrebels.com.br/|São Paulo,São Paulo,Brazil|2010-12-01||WFTDA|Member of:WFTDA-M
-46.63|-23.55|Ladies of HellTown|W|A|B|https://www.facebook.com/ladiesofhelltown|afiliacao.helltown@gmail.com|http://ladiesofhelltown.com.br/|São Paulo,São Paulo,Brazil|2009-04-28||WFTDA|Member of:WFTDA-A
23.32|42.70|Roller Derby Sofia|W|A|P|https://www.facebook.com/RollerDerbySofia/|||Sofia,Sofia City,Bulgaria|2015-01-28||WFTDA|Member of:
-114.01|51.29|Rocky View Junior Derby Association|C|J|B|https://www.facebook.com/RVJDA/|rvjda@hotmail.com|http://www.rvjda.com/|Airdrie,Alberta,Canada|2013-10-29||JRDA|Member of:
-114.01|51.29|Rocky View Roller Derby Association|W|A|B|https://www.facebook.com/RockyViewRollers|rockyviewrollers@gmail.com|http://www.rockyviewrollers.com/|Airdrie,Alberta,Canada|2012-02-03||WFTDA|Member of:WFTDA-M
-110.48|54.33|Lakeland Lady Killers Roller Derby League|W|A|B|https://www.facebook.com/lakelandladykillers||http://www.lakelandladykillers.com/|Ardmore,Alberta,Canada|||WFTDA|Member of:
-114.07|51.05|Calgary Roller Derby Association|W|A|B|||http://calgaryrollerderby.com/|Calgary,Alberta,Canada|||WFTDA|Member of:WFTDA-M
-114.07|51.05|Chinook City Roller Derby|W|A,J|B|||http://www.chinookcity.ca/|Calgary,Alberta,Canada|||WFTDA,JRDA|Member of:
-114.07|51.05|Glenmore Reservoir Dogs|M|A|B|https://www.facebook.com/GlenmoreReservoirDogs||https://www.facebook.com/GlenmoreReservoirDogs|Calgary,Alberta,Canada|||WFTDA|Member of:MRDA-M
-115.36|51.09|Bow Valley Roller Derby|W|A|B|||http://www.bowvalleyrollerderby.com/|Canmore,Alberta,Canada|||WFTDA|Member of:
